"host","tx time 1","tx time 2","rx bytes","rx packets","tx bytes","tx packets","tx failed","connected time","tx retries"
192.168.10.111,0,0,33718,199,11933348,21133,0,84,0
192.168.10.120,0,0,32941,194,11219859,19871,0,84,0
192.168.10.121,0,0,33771,198,19165347,33905,0,84,0
192.168.10.122,0,0,35664,206,12201229,21606,0,84,0
192.168.10.126,0,0,33651,199,11214485,19861,0,84,0
192.168.10.128,0,0,34755,206,9291623,16467,1,84,0
192.168.10.137,0,0,34047,200,11775017,20851,0,85,0
192.168.10.138,0,0,35037,202,7377435,13084,0,85,0
192.168.10.140,0,0,33317,196,14273215,25265,0,83,0
192.168.10.152,0,0,34320,202,11723646,20763,0,84,0
192.168.10.155,0,0,34803,199,16035317,28374,1,84,0
192.168.10.161,0,0,34033,199,10552599,18689,0,84,0
192.168.10.168,0,0,32389,189,9266213,16420,0,84,0
192.168.10.190,0,0,35756,206,10330227,18301,0,84,0
192.168.10.217,0,0,34233,199,11991237,21234,0,84,0
192.168.10.226,0,0,32611,192,11559293,20466,0,84,0
192.168.10.229,0,0,33587,197,11089457,19638,1,84,0
192.168.10.247,0,0,33050,197,11205367,19843,1,85,0
192.168.10.248,0,0,35456,201,6485478,11509,4,85,0
localhost,426,226,543155,2761,131787562,226834,0,0,2677
