"host","tx time avg","tx time 50","ack fails","ack fails 50","rts fails","rts fail 50","rx bytes","rx packets","tx bytes","tx packets","tx failed","connected time","tx retries"
192.168.10.120,0,0,0,0,0,0,84692,1461,94914051,67298,0,80,0
192.168.10.128,0,0,0,0,0,0,74380,1271,112712917,79905,0,80,0
192.168.10.137,0,0,0,0,0,0,79324,1450,57837317,41034,0,81,0
192.168.10.138,0,0,0,0,0,0,28620,187,64535141,45777,0,80,0
192.168.10.152,0,0,0,0,0,0,80716,1428,53420487,37903,0,81,0
192.168.10.158,0,0,0,0,0,0,28856,189,51752333,36718,3,80,0
192.168.10.161,0,0,0,0,0,0,82998,1451,83930961,59515,0,81,0
192.168.10.168,0,0,0,0,0,0,73598,1283,63127167,44779,0,80,0
192.168.10.190,0,0,0,0,0,0,28428,184,52337021,37137,0,80,0
192.168.10.217,0,0,0,0,0,0,33382,197,115126441,81615,0,81,0
192.168.10.226,0,0,0,0,0,0,29616,187,57974429,41130,0,80,0
192.168.10.229,0,0,0,0,0,0,79534,1386,99430095,70500,0,81,0
192.168.10.247,0,0,0,0,0,0,29752,192,49701135,35267,1,81,0
192.168.10.248,0,0,0,0,0,0,30610,190,67899317,48162,0,80,0
localhost,190,121,1183,3,0,0,451447,1349,423101266,297011,31,0,3266
control,139,108,155,0,0,0,0,0,0,0,0,0,0
