packet,delta,bytes
4866,7,1024
4867,7,1024
4868,6,1024
4869,6,1024
4870,6,1024
4871,7,1024
4872,6,1024
4873,7,1024
4874,7,1024
4875,6,1024
4876,5,1024
4877,6,1024
4878,6,1024
4879,6,1024
4880,6,1024
4881,6,1024
4882,6,1024
4883,6,1024
4884,6,1024
4885,6,1024
4886,6,1024
4887,7,1024
4888,6,1024
4889,7,1024
4890,6,1024
4891,6,1024
4892,6,1024
4893,6,1024
4894,7,1024
4895,6,1024
4896,6,1024
4897,7,1024
4898,6,1024
4899,6,1024
4900,6,1024
4901,6,1024
4902,6,1024
4903,7,1024
4904,7,1024
4905,8,1024
4906,8,1024
4907,7,1024
4908,7,1024
4909,7,1024
4910,7,1024
4911,6,1024
4912,7,1024
4913,10165,1024
4914,10,1024
4915,7,1024
4916,7,1024
4917,7,1024
4918,7,1024
4919,6,1024
4920,7,1024
4921,7,1024
4922,6,1024
4923,6,1024
4924,6,1024
4925,7,1024
4926,7,1024
4927,7,1024
4928,7,1024
4929,6,1024
4930,7,1024
4931,7,1024
4932,7,1024
4933,7,1024
4934,10,1024
4935,9,1024
4936,7,1024
4937,10,1024
4938,7,1024
4939,7,1024
4940,6,1024
4941,6,1024
4942,6,1024
4943,6,1024
4944,14,1024
4945,8,1024
4946,7,1024
4947,7,1024
4948,7,1024
4949,6,1024
4950,6,1024
4951,6,1024
4952,6,1024
4953,9,1024
4954,7,1024
4955,6,1024
4956,7,1024
4957,6,1024
4958,6,1024
4959,6,1024
4960,6,1024
4961,6,1024
4962,6,1024
4963,6,1024
4964,6,1024
4965,7,1024
4966,7,1024
4967,7,1024
4968,6,1024
4969,9,1024
4970,8,1024
4971,7,1024
4972,7,1024
4973,7,1024
4974,6,1024
4975,7,1024
4976,7,1024
4977,16048,1024
4978,9,1024
4979,7,1024
4980,7,1024
4981,6,1024
4982,6,1024
4983,6,1024
4984,6,1024
4985,7,1024
4986,6,1024
4987,6,1024
4988,6,1024
4989,6,1024
4990,6,1024
4991,7,1024
4992,6,1024
4993,6,1024
4994,6,1024
4995,6,1024
4996,6,1024
4997,6,1024
4998,6,1024
4999,6,1024
5000,7,1024
5001,7,1024
5002,6,1024
5003,7,1024
5004,7,1024
5005,6,1024
5006,7,1024
5007,6,1024
5008,7,1024
5009,6,1024
5010,6,1024
5011,7,1024
5012,7,1024
5013,6,1024
5014,6,1024
5015,6,1024
5016,6,1024
5017,6,1024
5018,6,1024
5019,6,1024
5020,7,1024
5021,6,1024
5022,6,1024
5023,7,1024
5024,6,1024
5025,7,1024
5026,6,1024
5027,6,1024
5028,6,1024
5029,13894,1024
5030,8,1024
5031,8,1024
5032,7,1024
5033,6,1024
5034,6,1024
5035,7,1024
5036,6,1024
5037,6,1024
5038,7,1024
5039,6,1024
5040,10,1024
5041,7,1024
5042,6,1024
5043,7,1024
5044,7,1024
5045,6,1024
5046,7,1024
5047,7,1024
5048,7,1024
5049,6,1024
5050,6,1024
5051,10,1024
5052,7,1024
5053,7,1024
5054,7,1024
5055,7,1024
5056,10,1024
5057,8,1024
5058,7,1024
5059,7,1024
5060,7,1024
5061,6,1024
5062,6,1024
5063,7,1024
5064,6,1024
5065,6,1024
5066,7,1024
5067,7,1024
5068,6,1024
5069,7,1024
5070,7,1024
5071,11,1024
5072,9,1024
5073,7,1024
5074,7,1024
5075,6,1024
5076,7,1024
5077,6,1024
5078,6,1024
5079,7,1024
5080,7,1024
5081,7,1024
5082,7,1024
5083,7,1024
5084,6,1024
5085,7,1024
5086,7,1024
5087,6,1024
5088,7,1024
5089,7,1024
5090,6,1024
5091,6,1024
5092,7,1024
5093,7,1024
5094,7,1024
5095,6,1024
5096,5,1024
5097,6,1024
5098,6,1024
5099,6,1024
5100,6,1024
5101,7,1024
5102,7,1024
5103,7,1024
5104,6,1024
5105,6,1024
5106,6,1024
5107,7,1024
5108,6,1024
5109,6,1024
5110,30211,1024
5111,10,1024
5112,7,1024
5113,7,1024
5114,7,1024
5115,7,1024
5116,7,1024
5117,7,1024
5118,7,1024
5119,8,1024
5120,7,1024
5121,7,1024
5122,7,1024
5123,7,1024
5124,7,1024
5125,7,1024
5126,7,1024
5127,7,1024
5128,6,1024
5129,7,1024
5130,7,1024
5131,6,1024
5132,6,1024
5133,6,1024
5134,6,1024
5135,7,1024
5136,7,1024
5137,7,1024
5138,6,1024
5139,7,1024
5140,7,1024
5141,7,1024
5142,6,1024
5143,7,1024
5144,7,1024
5145,7,1024
5146,6,1024
5147,6,1024
5148,6,1024
5149,7,1024
5150,7,1024
5151,7,1024
5152,6,1024
5153,6,1024
5154,6,1024
5155,6,1024
5156,7,1024
5157,7,1024
5158,6,1024
5159,6,1024
5160,6,1024
5161,25,1024
5162,9,1024
5163,8,1024
5164,7,1024
5165,7,1024
5166,7,1024
5167,7,1024
5168,6,1024
5169,6,1024
5170,6,1024
5171,6,1024
5172,7,1024
5173,7,1024
5174,7,1024
5175,6,1024
5176,6,1024
5177,6,1024
5178,6,1024
5179,6,1024
5180,7,1024
5181,7,1024
5182,7,1024
5183,7,1024
5184,7,1024
5185,7,1024
5186,6,1024
5187,10,1024
5188,7,1024
5189,7,1024
5190,6,1024
5191,7,1024
5192,7,1024
5193,7,1024
5194,7,1024
5195,7,1024
5196,7,1024
5197,7,1024
5198,7,1024
5199,6,1024
5200,6,1024
5201,6,1024
5202,9477,1024
5203,9,1024
5204,7,1024
5205,7,1024
5206,7,1024
5207,6,1024
5208,7,1024
5209,6,1024
5210,6,1024
5211,6,1024
5212,7,1024
5213,6,1024
5214,6,1024
5215,6,1024
5216,7,1024
5217,7,1024
5218,6,1024
5219,6,1024
5220,7,1024
5221,7,1024
5222,6,1024
5223,7,1024
5224,7,1024
5225,6,1024
5226,6,1024
5227,6,1024
5228,7,1024
5229,6,1024
5230,7,1024
5231,6,1024
5232,6,1024
5233,6,1024
5234,6,1024
5235,6,1024
5236,6,1024
5237,6,1024
5238,7,1024
5239,6,1024
5240,7,1024
5241,7,1024
5242,7,1024
5243,6,1024
5244,7,1024
5245,6,1024
5246,6,1024
5247,7,1024
5248,6,1024
5249,6,1024
5250,6,1024
5251,7,1024
5252,7,1024
5253,6,1024
5254,19508,1024
5255,9,1024
5256,8,1024
5257,7,1024
5258,7,1024
5259,7,1024
5260,7,1024
5261,7,1024
5262,8,1024
5263,6,1024
5264,7,1024
5265,7,1024
5266,6,1024
5267,6,1024
5268,6,1024
5269,6,1024
5270,7,1024
5271,6,1024
5272,6,1024
5273,6,1024
5274,8,1024
5275,6,1024
5276,7,1024
5277,6,1024
5278,10,1024
5279,7,1024
5280,7,1024
5281,7,1024
5282,7,1024
5283,7,1024
5284,6,1024
5285,7,1024
5286,7,1024
5287,7,1024
5288,7,1024
5289,6,1024
5290,6,1024
5291,7,1024
5292,7,1024
5293,7,1024
5294,6,1024
5295,8,1024
5296,7,1024
5297,7,1024
5298,7,1024
5299,7,1024
5300,7,1024
5301,7,1024
5302,7,1024
5303,7,1024
5304,7,1024
5305,7,1024
5306,7,1024
5307,7,1024
5308,7,1024
5309,7,1024
5310,6,1024
5311,6,1024
5312,7,1024
5313,7,1024
5314,7,1024
5315,22489,1024
5316,9,1024
5317,7,1024
5318,7,1024
5319,7,1024
5320,7,1024
5321,7,1024
5322,6,1024
5323,6,1024
5324,7,1024
5325,6,1024
5326,6,1024
5327,7,1024
5328,7,1024
5329,6,1024
5330,6,1024
5331,6,1024
5332,7,1024
5333,6,1024
5334,7,1024
5335,6,1024
5336,7,1024
5337,7,1024
5338,7,1024
5339,7,1024
5340,8,1024
5341,7,1024
5342,6,1024
5343,6,1024
5344,6,1024
5345,6,1024
5346,6,1024
5347,7,1024
5348,6,1024
5349,6,1024
5350,7,1024
5351,6,1024
5352,7,1024
5353,6,1024
5354,7,1024
5355,7,1024
5356,6,1024
5357,6,1024
5358,6,1024
5359,7,1024
5360,6,1024
5361,6,1024
5362,7,1024
5363,7,1024
5364,6,1024
5365,7,1024
5366,7,1024
5367,26734,1024
5368,9,1024
5369,7,1024
5370,7,1024
5371,7,1024
5372,7,1024
5373,7,1024
5374,6,1024
5375,7,1024
5376,6,1024
5377,7,1024
5378,7,1024
5379,7,1024
5380,6,1024
5381,7,1024
5382,7,1024
5383,7,1024
5384,7,1024
5385,6,1024
5386,7,1024
5387,6,1024
5388,7,1024
5389,6,1024
5390,6,1024
5391,7,1024
5392,7,1024
5393,7,1024
5394,6,1024
5395,6,1024
5396,7,1024
5397,7,1024
5398,7,1024
5399,6,1024
5400,6,1024
5401,6,1024
5402,6,1024
5403,7,1024
5404,7,1024
5405,6,1024
5406,7,1024
5407,8,1024
5408,6,1024
5409,7,1024
5410,7,1024
5411,6,1024
5412,7,1024
5413,6,1024
5414,6,1024
5415,6,1024
5416,7,1024
5417,6,1024
5418,7,1024
5419,6,1024
5420,31098,1024
5421,9,1024
5422,7,1024
5423,7,1024
5424,6,1024
5425,7,1024
5426,6,1024
5427,6,1024
5428,7,1024
5429,7,1024
5430,7,1024
5431,7,1024
5432,7,1024
5433,9,1024
5434,6,1024
5435,7,1024
5436,8,1024
5437,7,1024
5438,7,1024
5439,7,1024
5440,6,1024
5441,7,1024
5442,7,1024
5443,7,1024
5444,6,1024
5445,7,1024
5446,7,1024
5447,6,1024
5448,6,1024
5449,9,1024
5450,7,1024
5451,7,1024
5452,7,1024
5453,7,1024
5454,7,1024
5455,7,1024
5456,7,1024
5457,6,1024
5458,6,1024
5459,7,1024
5460,6,1024
5461,7,1024
5462,7,1024
5463,7,1024
5464,7,1024
5465,10,1024
5466,8,1024
5467,7,1024
5468,7,1024
5469,7,1024
5470,6,1024
5471,7,1024
5472,6,1024
5473,6,1024
5474,6,1024
5475,7,1024
5476,7,1024
5477,13722,1024
5478,9,1024
5479,7,1024
5480,7,1024
5481,7,1024
5482,6,1024
5483,6,1024
5484,6,1024
5485,7,1024
5486,7,1024
5487,7,1024
5488,7,1024
5489,7,1024
5490,7,1024
5491,7,1024
5492,6,1024
5493,7,1024
5494,6,1024
5495,6,1024
5496,6,1024
5497,7,1024
5498,7,1024
5499,6,1024
5500,6,1024
5501,7,1024
5502,6,1024
5503,6,1024
5504,6,1024
5505,23,1024
5506,7,1024
5507,6,1024
5508,7,1024
5509,7,1024
5510,7,1024
5511,7,1024
5512,7,1024
5513,7,1024
5514,7,1024
5515,7,1024
5516,8,1024
5517,7,1024
5518,7,1024
5519,6,1024
5520,7,1024
5521,7,1024
5522,6,1024
5523,6,1024
5524,6,1024
5525,8,1024
5526,7,1024
5527,7,1024
5528,6,1024
5529,6,1024
5530,6,1024
5531,6,1024
5532,7,1024
5533,6,1024
5534,6,1024
5535,6,1024
5536,7,1024
5537,6,1024
5538,7,1024
5539,7,1024
5540,12,1024
5541,11737,1024
5542,9,1024
5543,7,1024
5544,7,1024
5545,7,1024
5546,7,1024
5547,7,1024
5548,6,1024
5549,7,1024
5550,6,1024
5551,7,1024
5552,6,1024
5553,9,1024
5554,8,1024
5555,7,1024
5556,7,1024
5557,7,1024
5558,7,1024
5559,6,1024
5560,7,1024
5561,7,1024
5562,6,1024
5563,16,1024
5564,7,1024
5565,7,1024
5566,7,1024
5567,7,1024
5568,6,1024
5569,7,1024
5570,7,1024
5571,7,1024
5572,7,1024
5573,7,1024
5574,7,1024
5575,6,1024
5576,7,1024
5577,6,1024
5578,7,1024
5579,7,1024
5580,10,1024
5581,7,1024
5582,7,1024
5583,6,1024
5584,6,1024
5585,8,1024
5586,7,1024
5587,7,1024
5588,8,1024
5589,7,1024
5590,6,1024
5591,6,1024
5592,7,1024
5593,7,1024
5594,6,1024
5595,7,1024
5596,9,1024
5597,8,1024
5598,7,1024
5599,10226,1024
5600,9,1024
5601,7,1024
5602,7,1024
5603,6,1024
5604,6,1024
5605,6,1024
5606,6,1024
5607,6,1024
5608,6,1024
5609,7,1024
5610,7,1024
5611,7,1024
5612,7,1024
5613,7,1024
5614,6,1024
5615,6,1024
5616,7,1024
5617,6,1024
5618,7,1024
5619,6,1024
5620,7,1024
5621,7,1024
5622,7,1024
5623,6,1024
5624,7,1024
5625,6,1024
5626,6,1024
5627,7,1024
5628,6,1024
5629,6,1024
5630,7,1024
5631,8,1024
5632,7,1024
5633,7,1024
5634,7,1024
5635,6,1024
5636,6,1024
5637,7,1024
5638,6,1024
5639,7,1024
5640,7,1024
5641,7,1024
5642,8,1024
5643,6,1024
5644,7,1024
5645,7,1024
5646,6,1024
5647,7,1024
5648,7,1024
5649,6,1024
5650,7,1024
5651,7,1024
5652,7,1024
5653,7,1024
5654,7,1024
5655,7,1024
5656,10,1024
5657,7,1024
5658,12863,1024
5659,10,1024
5660,8,1024
5661,6,1024
5662,6,1024
5663,7,1024
5664,7,1024
5665,6,1024
5666,6,1024
5667,6,1024
5668,6,1024
5669,6,1024
5670,7,1024
5671,7,1024
5672,7,1024
5673,6,1024
5674,6,1024
5675,6,1024
5676,7,1024
5677,6,1024
5678,7,1024
5679,6,1024
5680,7,1024
5681,6,1024
5682,7,1024
5683,6,1024
5684,7,1024
5685,7,1024
5686,6,1024
5687,7,1024
5688,7,1024
5689,7,1024
5690,7,1024
5691,6,1024
5692,7,1024
5693,7,1024
5694,6,1024
5695,6,1024
5696,6,1024
5697,6,1024
5698,7,1024
5699,6,1024
5700,6,1024
5701,6,1024
5702,6,1024
5703,7,1024
5704,6,1024
5705,7,1024
5706,7,1024
5707,6,1024
5708,6,1024
5709,6,1024
5710,6,1024
5711,6,1024
5712,7,1024
5713,4996,1024
5714,10,1024
5715,8,1024
5716,8,1024
5717,7,1024
5718,7,1024
5719,7,1024
5720,7,1024
5721,7,1024
5722,7,1024
5723,7,1024
5724,6,1024
5725,6,1024
5726,7,1024
5727,8,1024
5728,8,1024
5729,6,1024
5730,7,1024
5731,7,1024
5732,11,1024
5733,7,1024
5734,6,1024
5735,7,1024
5736,7,1024
5737,7,1024
5738,6,1024
5739,9,1024
5740,7,1024
5741,7,1024
5742,7,1024
5743,7,1024
5744,6,1024
5745,7,1024
5746,7,1024
5747,7,1024
5748,7,1024
5749,7,1024
5750,7,1024
5751,7,1024
5752,7,1024
5753,7,1024
5754,6,1024
5755,9,1024
5756,6,1024
5757,7,1024
5758,6,1024
5759,7,1024
5760,7,1024
5761,7,1024
5762,7,1024
5763,6,1024
5764,6,1024
5765,7,1024
5766,7,1024
5767,6,1024
5768,6,1024
5769,6,1024
5770,7,1024
5771,17109,1024
5772,9,1024
5773,7,1024
5774,7,1024
5775,7,1024
5776,7,1024
5777,7,1024
5778,7,1024
5779,6,1024
5780,7,1024
5781,7,1024
5782,6,1024
5783,6,1024
5784,6,1024
5785,6,1024
5786,6,1024
5787,6,1024
5788,6,1024
5789,7,1024
5790,7,1024
5791,6,1024
5792,6,1024
5793,6,1024
5794,7,1024
5795,6,1024
5796,6,1024
5797,6,1024
5798,7,1024
5799,6,1024
5800,7,1024
5801,6,1024
5802,6,1024
5803,6,1024
5804,7,1024
5805,7,1024
5806,7,1024
5807,7,1024
5808,6,1024
5809,6,1024
5810,6,1024
5811,6,1024
5812,6,1024
5813,6,1024
5814,7,1024
5815,6,1024
5816,6,1024
5817,7,1024
5818,6,1024
5819,9,1024
5820,6973,1024
5821,10,1024
5822,7,1024
5823,7,1024
5824,7,1024
5825,6,1024
5826,6,1024
5827,7,1024
5828,6,1024
5829,6,1024
5830,6,1024
5831,6,1024
5832,6,1024
5833,6,1024
5834,7,1024
5835,6,1024
5836,7,1024
5837,7,1024
5838,7,1024
5839,7,1024
5840,7,1024
5841,7,1024
5842,7,1024
5843,7,1024
5844,7,1024
5845,7,1024
5846,6,1024
5847,6,1024
5848,6,1024
5849,7,1024
5850,6,1024
5851,7,1024
5852,7,1024
5853,7,1024
5854,7,1024
5855,6,1024
5856,6,1024
5857,7,1024
5858,7,1024
5859,7,1024
5860,6,1024
5861,6,1024
5862,6,1024
5863,6,1024
5864,6,1024
5865,6,1024
5866,7,1024
5867,6,1024
5868,6,1024
5869,6,1024
5870,6,1024
5871,6,1024
5872,7,1024
5873,7,1024
5874,7,1024
5875,7,1024
5876,6,1024
5877,7,1024
5878,12,1024
5879,6,1024
5880,7,1024
5881,7,1024
5882,6,1024
5883,6,1024
5884,9394,1024
5885,10,1024
5886,7,1024
5887,7,1024
5888,6,1024
5889,7,1024
5890,7,1024
5891,7,1024
5892,7,1024
5893,7,1024
5894,7,1024
5895,7,1024
5896,6,1024
5897,11,1024
5898,9,1024
5899,7,1024
5900,6,1024
5901,7,1024
5902,6,1024
5903,6,1024
5904,6,1024
5905,6,1024
5906,7,1024
5907,6,1024
5908,6,1024
5909,7,1024
5910,6,1024
5911,7,1024
5912,7,1024
5913,7,1024
5914,6,1024
5915,6,1024
5916,7,1024
5917,6,1024
5918,7,1024
5919,7,1024
5920,6,1024
5921,6,1024
5922,7,1024
5923,6,1024
5924,6,1024
5925,6,1024
5926,6,1024
5927,8,1024
5928,7,1024
5929,7,1024
5930,7,1024
5931,7,1024
5932,6,1024
5933,6,1024
5934,7,1024
5935,7,1024
5936,7,1024
5937,7,1024
5938,6,1024
5939,7,1024
5940,7,1024
5941,9,1024
5942,6,1024
5943,7,1024
5944,6,1024
5945,7,1024
5946,7,1024
5947,6,1024
5948,30025,1024
5949,9,1024
5950,7,1024
5951,7,1024
5952,7,1024
5953,8,1024
5954,7,1024
5955,6,1024
5956,6,1024
5957,7,1024
5958,7,1024
5959,11,1024
5960,7,1024
5961,10,1024
5962,9,1024
5963,8,1024
5964,7,1024
5965,7,1024
5966,7,1024
5967,7,1024
5968,7,1024
5969,7,1024
5970,7,1024
5971,7,1024
5972,7,1024
5973,7,1024
5974,8,1024
5975,7,1024
5976,7,1024
5977,10,1024
5978,8,1024
5979,7,1024
5980,7,1024
5981,6,1024
5982,6,1024
5983,7,1024
5984,7,1024
5985,7,1024
5986,6,1024
5987,6,1024
5988,7,1024
5989,7,1024
5990,6,1024
5991,6,1024
5992,7,1024
5993,9,1024
5994,7,1024
5995,7,1024
5996,7,1024
5997,6,1024
5998,7,1024
5999,6,1024
6000,6,1024
6001,6,1024
6002,7,1024
6003,7,1024
6004,7,1024
6005,7,1024
6006,9,1024
6007,12824,1024
6008,9,1024
6009,7,1024
6010,8,1024
6011,6,1024
6012,7,1024
6013,6,1024
6014,7,1024
6015,7,1024
6016,6,1024
6017,6,1024
6018,6,1024
6019,7,1024
6020,7,1024
6021,7,1024
6022,7,1024
6023,7,1024
6024,6,1024
6025,7,1024
6026,6,1024
6027,7,1024
6028,7,1024
6029,6,1024
6030,7,1024
6031,6,1024
6032,6,1024
6033,7,1024
6034,6,1024
6035,7,1024
6036,7,1024
6037,7,1024
6038,6,1024
6039,7,1024
6040,6,1024
6041,6,1024
6042,7,1024
6043,6,1024
6044,7,1024
6045,7,1024
6046,6,1024
6047,7,1024
6048,7,1024
6049,7,1024
6050,6,1024
6051,7,1024
6052,15,1024
6053,8,1024
6054,7,1024
6055,7,1024
6056,7,1024
6057,10,1024
6058,8,1024
6059,7,1024
6060,6,1024
6061,6,1024
6062,13656,1024
6063,9,1024
6064,7,1024
6065,6,1024
6066,7,1024
6067,6,1024
6068,7,1024
6069,6,1024
6070,6,1024
6071,7,1024
6072,7,1024
6073,7,1024
6074,7,1024
6075,6,1024
6076,7,1024
6077,6,1024
6078,6,1024
6079,7,1024
6080,7,1024
6081,7,1024
6082,7,1024
6083,6,1024
6084,12,1024
6085,7,1024
6086,7,1024
6087,6,1024
6088,7,1024
6089,7,1024
6090,7,1024
6091,6,1024
6092,7,1024
6093,7,1024
6094,7,1024
6095,7,1024
6096,7,1024
6097,7,1024
6098,7,1024
6099,7,1024
6100,6,1024
6101,6,1024
6102,6,1024
6103,6,1024
6104,6,1024
6105,6,1024
6106,7,1024
6107,7,1024
6108,7,1024
6109,6,1024
6110,6,1024
6111,7,1024
6112,7,1024
6113,6,1024
6114,7,1024
6115,7,1024
6116,7,1024
6117,14909,1024
6118,9,1024
6119,6,1024
6120,7,1024
6121,7,1024
6122,6,1024
6123,7,1024
6124,7,1024
6125,6,1024
6126,6,1024
6127,7,1024
6128,6,1024
6129,6,1024
6130,6,1024
6131,7,1024
6132,6,1024
6133,6,1024
6134,6,1024
6135,6,1024
6136,6,1024
6137,6,1024
6138,6,1024
6139,7,1024
6140,7,1024
6141,7,1024
6142,7,1024
6143,8,1024
6144,8,1024
6145,6,1024
6146,6,1024
6147,6,1024
6148,7,1024
6149,7,1024
6150,7,1024
6151,6,1024
6152,6,1024
6153,6,1024
6154,17,1024
6155,6,1024
6156,7,1024
6157,7,1024
6158,6,1024
6159,6,1024
6160,9,1024
6161,6,1024
6162,7,1024
6163,7,1024
6164,6,1024
6165,6,1024
6166,5114,1024
6167,10,1024
6168,8,1024
6169,7,1024
6170,7,1024
6171,6,1024
6172,7,1024
6173,6,1024
6174,7,1024
6175,7,1024
6176,8,1024
6177,7,1024
6178,6,1024
6179,7,1024
6180,6,1024
6181,6,1024
6182,6,1024
6183,7,1024
6184,7,1024
6185,7,1024
6186,11,1024
6187,7,1024
6188,7,1024
6189,7,1024
6190,6,1024
6191,7,1024
6192,7,1024
6193,8,1024
6194,7,1024
6195,7,1024
6196,6,1024
6197,7,1024
6198,7,1024
6199,7,1024
6200,7,1024
6201,6,1024
6202,6,1024
6203,6,1024
6204,6,1024
6205,8,1024
6206,7,1024
6207,7,1024
6208,7,1024
6209,7,1024
6210,6,1024
6211,6,1024
6212,6,1024
6213,6,1024
6214,6,1024
6215,7,1024
6216,7,1024
6217,6,1024
6218,7,1024
6219,7,1024
6220,7,1024
6221,7,1024
6222,6,1024
6223,12,1024
6224,9,1024
6225,7,1024
6226,7,1024
6227,6,1024
6228,7,1024
6229,7,1024
6230,6,1024
6231,10,1024
6232,7,1024
6233,6,1024
6234,6,1024
6235,7,1024
6236,7,1024
6237,7,1024
6238,7,1024
6239,7,1024
6240,6,1024
6241,7,1024
6242,8,1024
6243,6,1024
6244,7,1024
6245,7,1024
6246,6,1024
6247,9,1024
6248,17,1024
6249,7,1024
6250,7,1024
6251,7,1024
6252,6,1024
6253,6,1024
6254,6,1024
6255,6,1024
6256,7,1024
6257,14766,1024
6258,10,1024
6259,7,1024
6260,8,1024
6261,7,1024
6262,7,1024
6263,7,1024
6264,7,1024
6265,7,1024
6266,7,1024
6267,7,1024
6268,7,1024
6269,7,1024
6270,6,1024
6271,7,1024
6272,6,1024
6273,7,1024
6274,7,1024
6275,6,1024
6276,6,1024
6277,7,1024
6278,6,1024
6279,7,1024
6280,6,1024
6281,7,1024
6282,6,1024
6283,7,1024
6284,7,1024
6285,7,1024
6286,6,1024
6287,6,1024
6288,6,1024
6289,6,1024
6290,7,1024
6291,7,1024
6292,7,1024
6293,7,1024
6294,6,1024
6295,6,1024
6296,8,1024
6297,8,1024
6298,6,1024
6299,7,1024
6300,7,1024
6301,7,1024
6302,6,1024
6303,7,1024
6304,6,1024
6305,6,1024
6306,6,1024
6307,7,1024
6308,7,1024
6309,6,1024
6310,7,1024
6311,7,1024
6312,7,1024
6313,7,1024
6314,7,1024
6315,7,1024
6316,7,1024
6317,6,1024
6318,6,1024
6319,6,1024
6320,8,1024
6321,7,1024
6322,6,1024
6323,10145,1024
6324,9,1024
6325,7,1024
6326,7,1024
6327,8,1024
6328,6,1024
6329,7,1024
6330,8,1024
6331,6,1024
6332,7,1024
6333,6,1024
6334,7,1024
6335,7,1024
6336,6,1024
6337,7,1024
6338,6,1024
6339,6,1024
6340,7,1024
6341,7,1024
6342,8,1024
6343,7,1024
6344,7,1024
6345,6,1024
6346,7,1024
6347,6,1024
6348,7,1024
6349,7,1024
6350,7,1024
6351,7,1024
6352,6,1024
6353,6,1024
6354,6,1024
6355,7,1024
6356,6,1024
6357,6,1024
6358,7,1024
6359,7,1024
6360,7,1024
6361,6,1024
6362,6,1024
6363,6,1024
6364,7,1024
6365,7,1024
6366,6,1024
6367,7,1024
6368,7,1024
6369,7,1024
6370,18999,1024
6371,10,1024
6372,8,1024
6373,7,1024
6374,6,1024
6375,7,1024
6376,7,1024
6377,8,1024
6378,7,1024
6379,7,1024
6380,7,1024
6381,7,1024
6382,6,1024
6383,6,1024
6384,7,1024
6385,7,1024
6386,6,1024
6387,7,1024
6388,7,1024
6389,7,1024
6390,7,1024
6391,6,1024
6392,7,1024
6393,7,1024
6394,7,1024
6395,7,1024
6396,7,1024
6397,7,1024
6398,7,1024
6399,7,1024
6400,7,1024
6401,6,1024
6402,6,1024
6403,7,1024
6404,7,1024
6405,6,1024
6406,9,1024
6407,7,1024
6408,7,1024
6409,7,1024
6410,7,1024
6411,7,1024
6412,7,1024
6413,10,1024
6414,16,1024
6415,7,1024
6416,6,1024
6417,7,1024
6418,8,1024
6419,7,1024
6420,7,1024
6421,7,1024
6422,10,1024
6423,7,1024
6424,7,1024
6425,7,1024
6426,6,1024
6427,7,1024
6428,7,1024
6429,7,1024
6430,12,1024
6431,8,1024
6432,7,1024
6433,25484,1024
6434,9,1024
6435,7,1024
6436,7,1024
6437,7,1024
6438,8,1024
6439,6,1024
6440,7,1024
6441,6,1024
6442,6,1024
6443,7,1024
6444,7,1024
6445,6,1024
6446,6,1024
6447,7,1024
6448,6,1024
6449,8,1024
6450,6,1024
6451,6,1024
6452,7,1024
6453,6,1024
6454,7,1024
6455,7,1024
6456,7,1024
6457,7,1024
6458,7,1024
6459,7,1024
6460,6,1024
6461,7,1024
6462,7,1024
6463,7,1024
6464,7,1024
6465,7,1024
6466,7,1024
6467,8,1024
6468,6,1024
6469,7,1024
6470,7,1024
6471,7,1024
6472,6,1024
6473,7,1024
6474,7,1024
6475,7,1024
6476,6,1024
6477,7,1024
6478,6,1024
6479,6,1024
6480,6,1024
6481,7,1024
6482,7,1024
6483,6,1024
6484,6,1024
6485,7,1024
6486,7,1024
6487,6,1024
6488,7,1024
6489,7,1024
6490,6,1024
6491,6,1024
6492,6,1024
6493,6,1024
6494,6,1024
6495,6,1024
6496,8,1024
6497,7,1024
6498,6,1024
6499,7,1024
6500,9,1024
6501,7,1024
6502,12,1024
6503,9,1024
6504,8,1024
6505,7,1024
6506,6,1024
6507,6,1024
6508,7,1024
6509,7,1024
6510,7,1024
6511,6,1024
6512,6,1024
6513,7,1024
6514,7,1024
6515,6,1024
6516,9,1024
6517,7,1024
6518,7,1024
6519,7,1024
6520,7,1024
6521,7,1024
6522,7,1024
6523,6,1024
6524,8,1024
6525,8,1024
6526,7,1024
6527,6,1024
6528,6,1024
6529,7,1024
6530,10613,1024
6531,8,1024
6532,8,1024
6533,7,1024
6534,6,1024
6535,7,1024
6536,7,1024
6537,7,1024
6538,6,1024
6539,6,1024
6540,7,1024
6541,6,1024
6542,6,1024
6543,7,1024
6544,6,1024
6545,7,1024
6546,6,1024
6547,6,1024
6548,8,1024
6549,7,1024
6550,7,1024
6551,6,1024
6552,6,1024
6553,6,1024
6554,6,1024
6555,7,1024
6556,7,1024
6557,7,1024
6558,7,1024
6559,6,1024
6560,7,1024
6561,6,1024
6562,7,1024
6563,6,1024
6564,7,1024
6565,7,1024
6566,7,1024
6567,7,1024
6568,6,1024
6569,7,1024
6570,7,1024
6571,6,1024
6572,7,1024
6573,6,1024
6574,6,1024
6575,7,1024
6576,7,1024
6577,11,1024
6578,7,1024
6579,7,1024
6580,6,1024
6581,6,1024
6582,7,1024
6583,7,1024
6584,8,1024
6585,6,1024
6586,7,1024
6587,7,1024
6588,7,1024
6589,7,1024
6590,11,1024
6591,8,1024
6592,6,1024
6593,7,1024
6594,7,1024
6595,8,1024
6596,6,1024
6597,6,1024
6598,7,1024
6599,11694,1024
6600,9,1024
6601,7,1024
6602,7,1024
6603,7,1024
6604,8,1024
6605,6,1024
6606,6,1024
6607,6,1024
6608,7,1024
6609,7,1024
6610,6,1024
