"host","tx time avg","tx time 50","ack fails","ack fails 50","rts fails","rts fail 50","rx bytes","rx packets","tx bytes","tx packets","tx failed","connected time","tx retries"
192.168.10.111,0,0,0,0,0,0,-543549,-3502,-61164436,-638803,0,-1088,0
192.168.10.120,0,0,0,0,0,0,-484666,-3265,-79546155,-777736,0,-1116,0
192.168.10.121,0,0,0,0,0,0,-518628,-3422,-328773647,-2122834,-1,-1138,0
192.168.10.122,0,0,0,0,0,0,-800643,-5357,-141704405,-686055,-2,-1765,0
192.168.10.126,0,0,0,0,0,0,-511249,-3360,-60146962,-547793,-1,-1068,0
192.168.10.128,0,0,0,0,0,0,-542218,-3531,-162261697,-1446600,0,-1140,0
192.168.10.137,0,0,0,0,0,0,-518940,-3363,-62387740,-573480,-1,-1097,0
192.168.10.138,0,0,0,0,0,0,-542887,-3500,-58322481,-693510,0,-1084,0
192.168.10.140,0,0,0,0,0,0,-560338,-3633,-211157809,-1700823,0,-1116,0
192.168.10.152,0,0,0,0,0,0,-568406,-3659,-74047191,-593016,-1,-1151,0
192.168.10.155,0,0,0,0,0,0,-546600,-3457,-90267176,-845263,0,-1067,0
192.168.10.158,0,0,0,0,0,0,-1052187,-7001,-183590634,-760273,-15,-2354,0
192.168.10.161,0,0,0,0,0,0,-562034,-3623,-61829475,-607019,-9,-1131,0
192.168.10.168,0,0,0,0,0,0,-561125,-3616,-65403816,-585217,-1,-1123,0
192.168.10.190,0,0,0,0,0,0,-553044,-3514,-45894051,-648522,-1,-1106,0
192.168.10.217,0,0,0,0,0,0,-538526,-3534,-191665065,-1323233,0,-1124,0
192.168.10.226,0,0,0,0,0,0,-516311,-3336,-71768790,-783855,-2,-1035,0
192.168.10.229,0,0,0,0,0,0,-569079,-3662,-93031323,-695471,0,-1163,0
192.168.10.248,0,0,0,0,0,0,-571880,-3686,-94512604,-727435,-2,-1160,0
localhost,394,232,914,3,0,0,488414,2055,138279237,128131,0,0,1523
control,178,146,175,0,0,0,0,0,0,0,0,0,0
