"host","tx time avg","tx time 50","ack fails","ack fails 50","rts fails","rts fail 50","rx bytes","rx packets","tx bytes","tx packets","tx failed","connected time","tx retries"
192.168.10.111,0,0,0,0,0,0,26768,193,5216123,89841,0,81,0
192.168.10.120,0,0,0,0,0,0,26476,190,7746695,133464,0,82,0
192.168.10.121,0,0,0,0,0,0,27239,193,23429829,403870,0,82,0
192.168.10.122,0,0,0,0,0,0,27268,195,5356387,92258,0,82,0
192.168.10.126,0,0,0,0,0,0,26989,192,4748573,81778,0,82,0
192.168.10.128,0,0,0,0,0,0,26332,189,13231379,228035,0,80,0
192.168.10.137,0,0,0,0,0,0,26638,190,4752433,81844,0,82,0
192.168.10.138,0,0,0,0,0,0,26946,192,5283253,90998,0,82,0
192.168.10.140,0,0,0,0,0,0,27421,194,13358855,230233,0,81,0
192.168.10.152,0,0,0,0,0,0,27071,192,4752363,81845,0,83,0
192.168.10.155,0,0,0,0,0,0,27369,194,7521259,129585,0,83,0
192.168.10.158,0,0,0,0,0,0,27298,194,3742177,64428,0,83,0
192.168.10.161,0,0,0,0,0,0,27047,192,4585381,78966,0,82,0
192.168.10.168,0,0,0,0,0,0,26957,191,5129869,88354,0,83,0
192.168.10.190,0,0,0,0,0,0,27681,197,5444465,93778,0,81,0
192.168.10.226,0,0,0,0,0,0,27227,194,7115383,122587,0,81,0
192.168.10.229,0,0,0,0,0,0,26250,189,5132483,88395,0,80,0
192.168.10.247,0,0,0,0,0,0,26938,191,4802471,82707,0,83,0
192.168.10.248,0,0,0,0,0,0,26872,192,5672901,97714,0,84,0
localhost,227,161,3941,4,0,0,466424,1824,28941760,369213,2,0,3230
control,240,216,287,0,0,0,0,0,0,0,0,0,0
