"host","tx time avg","tx time 50","ack fails","ack fails 50","rts fails","rts fail 50","rx bytes","rx packets","tx bytes","tx packets","tx failed","connected time","tx retries"
192.168.10.121,0,0,0,0,0,0,58832,188,81060467,143259,0,79,0
192.168.10.122,0,0,0,0,0,0,104916,1325,117745191,208073,0,79,0
192.168.10.126,0,0,0,0,0,0,57564,181,76445377,135106,64,80,0
192.168.10.137,0,0,0,0,0,0,105340,1363,71239825,125908,32,79,0
192.168.10.138,0,0,0,0,0,0,58498,185,76332153,134906,0,78,0
192.168.10.155,0,0,0,0,0,0,103248,1271,82707651,146171,32,78,0
192.168.10.158,0,0,0,0,0,0,58956,189,72674045,128442,32,79,0
192.168.10.161,0,0,0,0,0,0,102214,1282,130946009,231396,65,79,0
192.168.10.190,0,0,0,0,0,0,58366,187,75867367,134083,0,79,0
localhost,507,158,3202,3,0,0,444087,1279,371804503,635500,0,0,3791
control,303,168,371,1,0,0,0,0,0,0,0,0,0
