"host","tx time avg","tx time 50","ack fails","ack fails 50","rts fails","rts fail 50","rx bytes","rx packets","tx bytes","tx packets","tx failed","connected time","tx retries"
192.168.10.111,0,0,0,0,0,0,36709,286,9927160,180394,6000,89,0
192.168.10.120,0,0,0,0,0,0,86069,1531,12238201,222412,8990,86,0
192.168.10.121,0,0,0,0,0,0,35319,275,7547756,137132,6227,88,0
192.168.10.122,0,0,0,0,0,0,86703,1549,9014849,163806,5181,88,0
192.168.10.126,0,0,0,0,0,0,35361,274,7471875,135752,3745,85,0
192.168.10.128,0,0,0,0,0,0,87296,1558,16772246,304850,10703,89,0
192.168.10.138,0,0,0,0,0,0,36550,284,7265025,131991,5786,86,0
192.168.10.140,0,0,0,0,0,0,38266,300,9003667,163601,6066,88,0
192.168.10.155,0,0,0,0,0,0,87049,1577,7881141,143190,6168,86,0
192.168.10.158,0,0,0,0,0,0,34606,268,7057761,128223,5594,85,0
192.168.10.161,0,0,0,0,0,0,91096,1649,8554916,155444,5239,86,0
192.168.10.168,0,0,0,0,0,0,81544,1419,7558306,137322,4748,85,0
192.168.10.247,0,0,0,0,0,0,35082,272,6882866,125043,3911,86,0
192.168.10.248,0,0,0,0,0,0,35960,281,7619530,138433,5236,88,0
localhost,656,332,2198,6,281,0,334159,1263,5528875,71947,135,0,2686
control,998,280,1163,7,142,0,0,0,0,0,0,0,0
