"host","tx time avg","tx time 50","ack fails","ack fails 50","rts fails","rts fail 50","rx bytes","rx packets","tx bytes","tx packets","tx failed","connected time","tx retries"
192.168.10.111,0,0,0,0,0,0,35304,240,12754593,148265,4992,83,0
192.168.10.120,0,0,0,0,0,0,85380,1479,15184347,176519,5719,83,0
192.168.10.126,0,0,0,0,0,0,34152,232,11664419,135591,4114,83,0
192.168.10.128,0,0,0,0,0,0,79928,1366,19831059,230549,7018,83,0
192.168.10.137,0,0,0,0,0,0,80428,1371,12149273,141228,4392,83,0
192.168.10.140,0,0,0,0,0,0,34224,233,13249881,154025,4436,83,0
192.168.10.155,0,0,0,0,0,0,85270,1476,11264455,130939,4539,83,0
192.168.10.161,0,0,0,0,0,0,91092,1600,10568261,122844,1418,83,0
192.168.10.168,0,0,0,0,0,0,81038,1398,11578269,134588,4293,83,0
192.168.10.217,0,0,0,0,0,0,33712,230,20385975,237002,6969,83,0
192.168.10.226,0,0,0,0,0,0,37582,255,12821271,149041,4713,83,0
192.168.10.229,0,0,0,0,0,0,83476,1460,16520153,192052,5188,83,0
192.168.10.247,0,0,0,0,0,0,35398,240,10823287,125809,3308,83,0
192.168.10.248,0,0,0,0,0,0,37374,254,12096999,140619,4342,82,0
localhost,832,324,1761,6,703,2,280076,1037,8370017,78175,39,0,2198
control,1092,1085,946,6,359,0,0,0,0,0,0,0,0
