"host","tx time avg","tx time 50","ack fails","ack fails 50","rts fails","rts fail 50","rx bytes","rx packets","tx bytes","tx packets","tx failed","connected time","tx retries"
192.168.10.111,0,0,0,0,0,0,34124,213,14764297,125106,3156,88,0
192.168.10.120,0,0,0,0,0,0,82122,1466,19673407,166709,4357,88,0
192.168.10.121,0,0,0,0,0,0,31932,201,9563987,81035,1933,87,0
192.168.10.122,0,0,0,0,0,0,78880,1389,12506535,105973,2301,87,0
192.168.10.126,0,0,0,0,0,0,33382,209,10724995,90875,1635,87,0
192.168.10.128,0,0,0,0,0,0,80804,1461,24778539,209973,5404,87,0
192.168.10.137,0,0,0,0,0,0,79416,1395,10862931,92043,1875,87,0
192.168.10.138,0,0,0,0,0,0,32992,209,10020561,84906,1657,88,0
192.168.10.152,0,0,0,0,0,0,79856,1309,10425319,88335,893,88,0
192.168.10.155,0,0,0,0,0,0,79940,1362,10382323,87971,1206,87,0
192.168.10.158,0,0,0,0,0,0,32008,201,9685491,82067,1760,87,0
192.168.10.161,0,0,0,0,0,0,84702,1529,13564597,114940,1685,88,0
192.168.10.168,0,0,0,0,0,0,77202,1321,12080691,102363,2099,87,0
192.168.10.190,0,0,0,0,0,0,31330,197,10568217,89546,1723,87,0
192.168.10.217,0,0,0,0,0,0,32156,204,26497577,224540,5061,87,0
192.168.10.226,0,0,0,0,0,0,34326,216,12422301,105258,1529,88,0
192.168.10.229,0,0,0,0,0,0,78966,1375,21666309,183598,4937,87,0
192.168.10.247,0,0,0,0,0,0,33852,212,10592059,89749,2664,88,0
192.168.10.248,0,0,0,0,0,0,32194,202,12514391,106039,2974,87,0
localhost,486,99,1751,0,622,0,319101,1212,8967680,64556,90,0,1612
control,919,318,930,6,348,0,0,0,0,0,0,0,0
