"host","tx time avg","tx time 50","ack fails","ack fails 50","rts fails","rts fail 50","rx bytes","rx packets","tx bytes","tx packets","tx failed","connected time","tx retries"
192.168.10.120,0,0,0,0,0,0,90529,1282,81613485,263300,1054,77,0
192.168.10.126,0,0,0,0,0,0,46621,210,55212931,178137,684,78,0
192.168.10.128,0,0,0,0,0,0,90251,1301,99944921,322435,1409,78,0
192.168.10.137,0,0,0,0,0,0,91977,1324,66822381,215586,1186,77,0
192.168.10.138,0,0,0,0,0,0,46237,208,54082149,174490,896,78,0
192.168.10.140,0,0,0,0,0,0,47609,211,93482381,301586,1399,78,0
192.168.10.152,0,0,0,0,0,0,89611,1259,55781855,179973,1295,77,0
192.168.10.229,0,0,0,0,0,0,90439,1298,95483121,308040,1633,77,0
192.168.10.247,0,0,0,0,0,0,44925,205,63742221,205650,1248,77,0
localhost,1753,822,4330,13,953,0,315384,967,37433271,114053,164,0,3796
control,994,363,1520,15,189,0,0,0,0,0,0,0,0
