"host","tx time avg","tx time 50","ack fails","ack fails 50","rts fails","rts fail 50","rx bytes","rx packets","tx bytes","tx packets","tx failed","connected time","tx retries"
192.168.10.111,0,0,0,0,0,0,25645,173,14929053,82038,0,79,0
192.168.10.120,0,0,0,0,0,0,24325,166,21156603,116254,0,79,0
192.168.10.122,0,0,0,0,0,0,25313,170,16513393,90743,0,79,0
192.168.10.126,0,0,0,0,0,0,25913,172,13290259,73033,0,79,0
192.168.10.137,0,0,0,0,0,0,24367,163,15698023,86263,0,78,0
192.168.10.138,0,0,0,0,0,0,25523,173,15749285,86544,0,79,0
192.168.10.140,0,0,0,0,0,0,25313,170,32846841,180486,0,78,0
192.168.10.152,0,0,0,0,0,0,23905,161,11888217,65330,0,77,0
192.168.10.161,0,0,0,0,0,0,24665,167,12503409,68711,0,79,0
192.168.10.190,0,0,0,0,0,0,24867,166,15540117,85394,0,78,0
192.168.10.217,0,0,0,0,0,0,25035,170,30599019,168137,0,78,0
192.168.10.226,0,0,0,0,0,0,24183,165,17918217,98460,0,79,0
192.168.10.247,0,0,0,0,0,0,25095,168,13976233,76804,0,78,0
192.168.10.248,0,0,0,0,0,0,23683,160,15702375,86285,0,78,0
localhost,222,164,3110,4,0,0,448514,1736,64878612,321581,0,0,2940
control,143,124,410,1,0,0,0,0,0,0,0,0,0
