"host","tx time avg","tx time 50","ack fails","ack fails 50","rts fails","rts fail 50","rx bytes","rx packets","tx bytes","tx packets","tx failed","connected time","tx retries"
192.168.10.111,0,0,0,0,0,0,39766,267,8265337,133226,5141,88,0
192.168.10.120,0,0,0,0,0,0,89377,1470,10563291,170292,6246,88,0
192.168.10.121,0,0,0,0,0,0,40703,270,5953551,95941,2635,90,0
192.168.10.122,0,0,0,0,0,0,82841,1495,9671,73,0,90,0
192.168.10.126,0,0,0,0,0,0,42698,288,6296461,101472,3386,88,0
192.168.10.128,0,0,0,0,0,0,91960,1540,12939521,208620,7304,88,0
192.168.10.137,0,0,0,0,0,0,90756,1529,5745653,92588,3500,89,0
192.168.10.138,0,0,0,0,0,0,40905,270,5459605,87976,2940,88,0
192.168.10.140,0,0,0,0,0,0,40763,269,6939415,111842,4759,88,0
192.168.10.152,0,0,0,0,0,0,92671,1549,5399543,87003,3224,90,0
192.168.10.155,0,0,0,0,0,0,93242,1592,5849207,94258,2747,88,0
192.168.10.158,0,0,0,0,0,0,41656,281,6193541,99812,4331,89,0
192.168.10.161,0,0,0,0,0,0,93890,1619,7351653,118491,3103,88,0
192.168.10.190,0,0,0,0,0,0,41525,277,5494921,88544,3460,90,0
192.168.10.217,0,0,0,0,0,0,40010,267,13982727,225445,7613,88,0
192.168.10.226,0,0,0,0,0,0,41948,283,7533349,121422,4012,88,0
192.168.10.229,0,0,0,0,0,0,92336,1553,11951595,192684,7598,88,0
192.168.10.247,0,0,0,0,0,0,39836,265,5413201,87226,2574,89,0
192.168.10.248,0,0,0,0,0,0,40975,273,7345317,118386,3913,89,0
localhost,423,106,2152,0,733,0,416156,1554,5930244,70404,119,0,1417
control,1086,760,1135,6,316,1,0,0,0,0,0,0,0
